id,audio,duration_seconds,prediction
a600c2c7a86b4e86bf7ed9e0,audio/dccc84f1e19d64fc6a4a155e.flac,5.039562,ਕੁਝ ਦਿਨ ਬਾਅਦ ਸ਼੍ਰੋਮਣੀ ਕਮੇਟੀ ਨੂੰ ਇਸ ਬਾਰੇ ਪੱਤਰ ਵੀ ਮਿਲ ਗਿਆ
6461d2dd3fae4d56c5739942,audio/fa1b941b42addad10de09316.flac,5.079562,ਸਾਡੇ ਬੱਚੇ ਡਰੱਗ ਹਿੰਸਾ ਅਤੇ ਨੈਤਿਕ ਪਤਨ ਵੱਲ ਨੂੰ ਵਧ ਰਹੇ ਹਨ
eef22bd750e96e7cdf652f21,audio/4a33cdd467683a3cdb21e9c0.flac,3.399563,ਕਿਸਾਨਾਂ ਨੇ ਤਾਂ ਕਰ ਕੇ ਹੀ ਖਾਣਾ ਸੀ
26fef866e2d540eabada7df4,audio/365b5b5b7728f56ddf3ab1ca.flac,8.439562,ਗਰੀਸ ਵਿੱਚ ਰਿਣ ਸੰਕਟ ਕਰਕੇ ਇਹ ਰਾਜਨੀਤਕ ਸਮਸਿਆ ਪੈਦਾ ਹੋ ਗਈ ਹੈ
5d5aeb6dccd9a8e44d926d04,audio/42884e70804015280e8314e5.flac,4.999562,ਗੁਰਬਾਣੀ ਉਚਾਰਨ ਕੀਰਤਨ ਕਲਾ ਅਤੇ ਖੇਡਾਂ ਦੇ ਮੁਕਾਬਲੇ ਕਰਵਾਏ ਗਏ
4a6ff4c1d401a7554d5ae01a,audio/21331e89eafe025f794587c2.flac,4.039562,ਗੁਣਵੰਤ ਨੇ ਮੁੜ ਰਵੀ ਨੂੰ ਕੋਈ ਫੋਨ ਨਾ ਕੀਤਾ
dc39231be2c0a7870f7c78f7,audio/9b2a6eaa1d51a0d64fe412b6.flac,6.839563,ਕੁਝ ਇਕਨਾਂ ਨੇ ਇਹ ਵੀ ਕਿਹਾ ਕਿ ਸਾਨੂੰ ਵੰਦਿਆਂ ਵਾਂਗ ਕਬੱਡੀ ਨਹੀਂ ਖਿਡਾਈ ਜਾਂਦੀ
75aa4ba7b1d5ea1c90e4fef3,audio/b58b2270b70bb17e15084313.flac,3.679562,ਪਹਿਲਾ ਰਾਸ਼ਟਰਪਤੀ ਸੀ ਜਿਸ ਤੇ ਮਾਂ ਬਾਪ ਜਿਊਂਦੇ ਸਨ
710fe76e7c8f554d985d365d,audio/fe69c1e3712a873e3cb3cfa7.flac,7.719563,ਨਾਮ ਜਪਣਾ ਕਿਰਤ ਕਰਨੀ ਅਤੇ ਵੰਡ ਛਕਣਾ ਉਨ੍ਹਾਂ ਦੇ ਸੁਨਹਿਰੇ ਅਸੂਲ ਸਨ
7172df257abbf9e2b3bba8fa,audio/1349ee405b4f073aab2d020d.flac,3.999563,ਉਨ੍ਹਾਂ ਨੇ ਮੈਨੂੰ ਜਨਮ ਦਿਨ ਦੀਆਂ ਸ਼ੁਭ ਕਾਮਨਾਵਾਂ ਦਿੱਤੀਆਂ
ff90ca7e03f2b58f76e34c32,audio/b15b0a6121c1fca97ec37264.flac,5.92,ਵੇਖ ਤਾਇਆ ਇਕ ਗੱਲੋਂ ਤਾਂ ਅਮਲੀ ਵੀ ਸੱਚਾ ਹੈ
e1cc68ee3ad232ca6b35a3ea,audio/ab7227278456a1c83373af04.flac,5.239562,ਆਧੁਨਿਕ ਐਕਰੋਬਿਕਸ ਬਾਜੀ ਦਾ ਹੀ ਸੁਧਰਿਆ ਰੂਪ ਹੈ
f9ebb3e289174bd3e64cfa53,audio/a1e772dce146aae5e19e2510.flac,6.519563,ਕਿਸੇ ਖੂਬਸੂਰਤ ਗਜ਼ਲ ਕਵਿਤਾ ਦੀਆਂ ਸਤਰਾਂ ਦੁਹਰਾਈਆਂ ਜਾ ਸਕਦੀਆਂ ਹਨ
507ae8f00a101abde6571bdf,audio/7215a723ff9245bd8968c582.flac,3.479563,ਸਭ ਤੋਂ ਪਹਿਲਾ ਕਦਮ ਹੈ ਖੁਦ ਨੂੰ ਸ਼ਾਂਤ ਕਰਨਾ
5a042caf7a66bbb217547103,audio/bb706a918f9f0be78c715a6f.flac,3.559563,ਉਥੇ ਮੈਂ ਕੁਝ ਸਮਾਂ ਅਰਾਮ ਕੀਤਾ
5cee047f3eedcbef40b0b644,audio/eaec48d655193b0cc1794a85.flac,6.31,ਵੇਖਿਆ ਕਿ ਕੁਦਰਤ ਬੜੀ ਵਚਿੱਤਰ ਤੇ ਬਹੁਰੰਗੀ ਹੈ
10537e98f60944a08ac72df2,audio/4ecd1481e5f1b9c975005ef6.flac,5.799563,ਇਕ ਇਕ ਦੀ ਕੀ ਸਿਫ਼ਤ ਕਰਾਂ ਮੈਂ ਰੱਖਦੀ ਟੌਪ ਅਦਾ ਚ ਸੀ
0c1eb1089c1dc4d55d5ed8db,audio/591e619ceee82ec956d73c85.flac,5.879812,ਇਸ ਖੁਬੀਰ ਦੇ ਪ੍ਰਤੀਹਿੰਸਕ ਅਤੇ ਤਾਨਾਸ਼ਾਹੀਪੂਰਨ ਰਵੱਈਏ ਦੀ ਇਕ ਹੋਰ ਉਦਾਹਰਣ ਹੈ
115870ad18123794e36920af,audio/8730dc7689d9e974f58e2e10.flac,4.319562,ਇਹ ਤਿੱਖੇ ਲੋਕ ਉਸ ਦੀ ਸਿਰਜਣਾ ਨੂੰ ਆਪਣੇ ਨਾਮ ਕਰੀ ਜਾ ਰਹੇ ਹਨ
34703818da655070b2fb845e,audio/359c0fab56e5e50b40792afe.flac,3.079563,ਇਹੀ ਨੀਤੀ ਉਦੋਂ ਅਪਣਾਉਂਦੇ ਹਾਂ
e13b4fd47a16216e2feba150,audio/6e14b5d3de56d00c3acc3b2d.flac,5.439563,ਇਨ੍ਹਾਂ ਦੇ ਆਲੋਚਕ ਇਸ ਸਭ ਕਾਸੇ ਨੂੰ ਬਕਵਾਸ ਮੰਨਦੇ ਹਨ
f1f69857fde9207dab99cb5e,audio/91aee3c429f380612023e1bf.flac,6.799563,ਦੋਹਾਂ ਧਿਰਾਂ ਅਕਾਲੀ ਦਲ ਤੇ ਕਾਂਗਰਸ ਵਲੋਂ ਧੂੰਆਂ ਧਾੜ ਪ੍ਰਗਟ ਕੀਤਾ ਗਿਆ
cb08823e32e41da3f8012b66,audio/231014057ba699f67da5c3c5.flac,3.159562,ਚਾਂਦੀ ਦੇ ਭਾਅ ਵਿੱਚ ਨਰਮੀ ਆਈ ਹੈ
7d3ef0c1b0a9c258d951d3b2,audio/210e13c4783eddf9a259f754.flac,5.559563,ਕਬੱਡੀ ਦੇ ਵਧੀਆ ਮੈਚਾਂ ਸਮੇਂ ਉਸ ਦੀ ਜੋਸ਼ੀਲੀ ਕੁਮੈਂਟਰੀ ਸੋਨੇ ਤੇ ਸਹਾਗਾਂ ਹੁੰਦੀ ਸੀ
c0800d8ea1e615c06bf82740,audio/aeb649e4c7bafa375f0da849.flac,2.399563,ਹੱਥਾਂ ਦੀ ਖੁਸ਼ਕ ਚਮੜੀ ਲਈ
4323321341d512fa9fdcbe9f,audio/0066cd15175da65d3200fe84.flac,4.199562,ਖਾਸ ਤੌਰ ਤੇ ਪਾਰਦਰਸ਼ਤਾ ਨੂੰ ਮੁੱਖ ਰੱਖਣਾ ਚਾਹੀਦਾ ਹੈ
7a8f43609348eae8be06f160,audio/2032adc7e4dd96fd03d1de37.flac,4.799563,ਇਸੇ ਤਰ੍ਹਾਂ ਪੋਸਟ ਗ੍ਰੈਜੂਏਸ਼ਨ ਨੂੰ ਉਹ ਗ੍ਰੈਜੂਏਸ਼ਨ ਕਹਿੰਦੇ ਹਨ
de6db1c1397a10127d3b426f,audio/f583d155878c9f571cbdf3af.flac,6.359563,ਇਸ ਤਰ੍ਹਾਂ ਅਣਪਛਾਤੇ ਸਮਾਨ ਦਾ ਦ੍ਰਿਸ਼ ਕੈਦ ਕਰਦੇ ਸਮੇਂ ਵੀ ਖਤਰੇ ਦੀ ਘੰਟੀ ਵੱਜੇਗੀ
d91733d095b0fede09613885,audio/582a5d57bc3b528f7ebab92f.flac,3.639562,ਨਹੀਂ ਤਾਂ ਮੇਰੇ ਤੋਂ ਬੁਰਾ ਕੋਈ ਨਹੀਂ ਹੋਵੇਗਾ
c8b84f06901dfb5f6f2ccba7,audio/3666f6f3845aba1804673bec.flac,6.439563,ਉਨ੍ਹਾਂ ਨੂੰ ਵਿਦੇਸ਼ ਜਾਣ ਅਤੇ ਪੌਂਡ ਤੇ ਡਾਲਰ ਭੋਟਣ ਦਾ ਲਾਲਚ ਖਿੱਚੀ ਜਾ ਰਿਹੈ
2ffa9c2ada6b7a631790dcd5,audio/8537a7809f2679fbc53ca254.flac,4.399563,ਇਨ੍ਹਾਂ ਸਾਰੇ ਪ੍ਰੋਗਰਾਮਾਂ ਦੀ ਰੂਪ ਰੇਖਾ ਤੋਂ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ ਗਈ ਸੀ
6a9fb2f029ac9fc0bd4d24f0,audio/3fcc07f27000aac1aa7237b3.flac,5.039562,ਇਸ ਨੇ ਇੱਕ ਫਾਇਰ ਉਸ ਦੇ ਪਿਓ ਦੇ ਸਿਰ ਉੱਤੋਂ ਦੀ ਕੱਢ ਦਿੱਤਾ
0a32d60297138630301d4c6c,audio/9ffcb042a80b9af63ff129c4.flac,5.279562,ਧਰਮ ਇਕ ਜੀਵਨ ਜਾਚ ਅਤੇ ਜਿੰਦਗੀ ਨੂੰ ਚੰਗੇਰੇ ਤਰੀਕੇ ਨਾਲ ਜਿਊਣ ਦਾ ਵਸੀਲਾ
613c5360cb6f5232bc71d7f7,audio/2223693570446f5e4f83d1c1.flac,7.519563,ਪਤਰੋਲੀਆਂ ਤੇ ਲੱਗੇ ਚਾਵਲਾਂ ਦੇ ਨਾਲ ਨਾਲ ਕੂੜਾ ਕਰਵਟ ਵੀ ਚਪਟ ਕਰ ਦਿੰਦੇ ਹਨ
ad7db978c2f6fd1c42d464b3,audio/cd8e31c812c5fe0497b5e434.flac,4.639563,ਕੋਈ ਗੁਰੂ ਕੋਈ ਗੱਲਾਂ ਦੇ ਨਾਲ ਚੇਲਾ ਬਣ ਜਾਂਦਾ
009df2897e1a256d1f0be361,audio/43fceb2ec0449e5192a96fd6.flac,6.52,ਵੈਸੇ ਇਸ ਵਾਰ ਵੀ ਹਾਲਾਤ ਪਿਛਲੀ ਵਾਰ ਵਰਗੇ ਹੀ ਨਜ਼ਰ ਆ ਰਹੇ ਹਨ
c56ca1960e36daccb72ddbbc,audio/8554b152707d81d94b08e3d0.flac,5.159562,ਅਕਾਲੀ ਤਾਂ ਲੋਕਾਂ ਚੱਲੋ ਪੁੱਤਾ ਮੁੜੋ ਵਾਲੀ ਨੀਤੀ ਉਤੇ ਚੱਲਦੇ ਹਨ
a3ac5d71bceac2f18389c923,audio/1ea28c46385608508b77ec46.flac,3.719562,ਸਮਝੋ ਵਿਚਾਰੋ ਅਤੇ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਸਫਲ ਬਣਾਓ
3c1068912b63eb5cd0607dd7,audio/2e936a0eaddabf6b5cf92a11.flac,5.239562,ਚੋਰ ਛੱਡ ਕੇ ਚੋਰੀਆਂ ਲੁੱਟਾਂ ਸੰਤ ਬਣ ਜਾਂਦੇ
9b14e3256f3ef9727315c361,audio/529a17fd8a022827ffcc060f.flac,5.079562,ਉਹ ਵੈਨਕੂਵਰ ਚ ਇਕ ਵੱਡਾ ਬਦਲਾਓ ਲਿਆਉਣ ਚ ਸਫ਼ਲ ਵੀ ਰਹੇ ਹਨ
b40299120e4f20fb2095dd32,audio/bddb578853fb9641c810454c.flac,4.04,ਵੈਸੇ ਇਹ ਸਾਰਾ ਕੁੱਝ ਤਾਂ
66234de06191fc6e850826a3,audio/14aab6c6b747e9c2b40bac7c.flac,4.759563,ਨਾਲ ਹੀ ਦਾ ਨਾਂ ਬਾਲੀਵੁੱਡ ਦੀ ਸੁੰਦਰ ਮਤੀਆਂ ਵਿਚ ਸ਼ਾਮਲ ਕੀਤਾ ਜਾਂਦਾ ਹੈ
9ee6b3f1366f108d2639078e,audio/36e2cfd83624558cd1e8b429.flac,3.439563,ਗੁਰਦੁਆਰੇ ਵਿੱਚ ਕਿਸੇ ਨੂੰ ਨੰਗੇ ਸਿਰ ਜਾਣ ਨਹੀ ਦਿੰਦੇ
37ff57b0bc5862733dfa00f0,audio/477a1185a9179c5779a88814.flac,3.279562,ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਦੇ ਮਾਰਗ ਬਦਲ ਜਾਂਦੇ ਨੇ
f2d8a3fed5862eee5f6dfa5e,audio/95307be43048ec9386979bc3.flac,9.279563,ਕਿਹਾ ਖੇਡਾਂ ਖੇਡੋ ਤੇ ਖਿਡਾਓ ਐ ਸ਼ਿਕਾਗੋ ਵਾਸੀਓ ਦਿਲੋਂ ਈਰਖਾ ਮੁਕਾਓ ਐ ਸ਼ਿਕਾਗੋ ਵਾਸੀਓ
7da17ea33a37251dd3e26c38,audio/8cf89510806055e770a322f0.flac,5.079562,ਗੀਤ ਸੰਗੀਤ ਪੰਜਾਬੀ ਸਭਿਆਚਾਰ ਦਾ ਇਕ ਇਨੱਖੜਵਾਂ ਅੰਗ ਹੈ
d62cdf673729de7819c3ad25,audio/870ac4d690febc52e40530ca.flac,4.999562,ਉਨ੍ਹਾਂ ਚ ਛੇ ਫੁੱਟ ਤੋਂ ਘੱਟ ਕੋਈ ਹੈ ਨਹੀਂ ਸੀ
e40f2886d6cc4fcf4881d150,audio/bfbb042377dad62ec6f278b5.flac,6.159562,ਸਥਾਨਕ ਖਬਰਾਂ ਅਨੁਸਾਰ ਇਸ ਹਾਦਸੇ ਲਈ ਤਿੰਨ ਬੰਦੂਕਧਾਰੀ ਜ਼ਿੰਮੇਵਾਰ ਹਨ
56b958605f2f11722dbd40b4,audio/e74a5c82f28116ae715b271c.flac,4.719563,ਜਿਨ੍ਹਾਂ ਵਿਰੁੱਧ ਲਾਮਬੱਧ ਅਤੇ ਝੰਡਾ ਚੁੱਕਣ ਦੀ ਲੋੜ ਹੈ
5b578c08a6984e27facccc89,audio/4d04c05555fd049dc957ecbc.flac,9.54,ਵੈਸ਼ਨੂੰ ਲਈ ਵੈਸ਼ਨੂੰ ਅਤੇ ਨਾਨ ਵੈਜ ਲਈ ਮੀਟ ਗਰਿਲ ਕੀਤਾ ਜਾ ਰਿਹਾ ਸੀ
c21226814b91b69ded76c829,audio/d69d4a035f8e5a3e633794c1.flac,6.639563,ਘੱਟ ਗਿਣਤੀ ਕਮਿਸ਼ਨ ਦੀ ਉੱਚ ਤਾਕਤੀ ਕਮੇਟੀ ਵਿੱਚ ਵੀ ਲੰਮਾ ਸਮਾਂ ਮੈਂਬਰ ਰਹੇ
5e4b55ba6a2d6bbb60fedc99,audio/2cd25f783542f8c4a71974ea.flac,6.199562,ਹਰ ਦਿਨ ਚਾਲ ਨਹੀਂ ਅਲਬੇਲੀ ਨਹੀਂ ਹਰ ਦਮ ਜੋਸ਼ ਜਵਾਨ ਨਾ
d85a34029dd11103c1033058,audio/5b84cb5852426863137c790f.flac,3.359563,ਇਕ ਤਾਂ ਉਦੋਂ ਲੋੜਾਂ ਹੀ ਘੱਟ ਹੁੰਦੀਆਂ ਸਨ
2e81503b2b28a131a82c0a34,audio/145a8ce70bad309bec29b598.flac,6.159562,ਖੈਰ ਦੀਪਿਕਾ ਤੇ ਜਾਨ ਵਿਰਾਮ ਅੱਜ ਕਲ੍ਹ ਬਹੁਤ ਦਾ ਸਮਾਂ ਇਕੱਠਿਆਂ ਵਧਾ ਰਹੇ ਹਨ
45fb0a65203aa86a3c3d0b28,audio/ffcc3dfd99d3807d926c05a9.flac,6.999562,ਆਪਣੀਆਂ ਪੜ੍ਹਨ ਦੀਆਂ ਨੀਤੀਆਂ ਅਤੇ ਆਪਣੇ ਆਪ ਤੋਂ ਜੋ ਸਿੱਖਿਆ ਹੈ ਉਸ ਬਾਰੇ ਸੋਚੋ
f12bf6ece4e6b7ac93e08e35,audio/1303768805894c9274232fec.flac,4.319562,ਇਸ ਲਈ ਸਾਰੇ ਉਸ ਨੂੰ ਤਾਈ ਕਹਿ ਕੇ ਸੰਬੋਧਿਤ ਕਰਦੇ ਸਨ
948c9b6c69ce9aca1b8729be,audio/57faff97d8f64f4c2bb6e935.flac,4.239562,ਉਹਦਾ ਖੱਬਾ ਹੱਥ ਉਪਰ ਹੁੰਦਾ ਤੇ ਸੱਜਾ ਹੇਠਾਂ
7001379e9b00f446eecf36f0,audio/ef82f1ff3f7b8cfe4a10fb38.flac,3.159562,ਦਿਲ ਦੀ ਹਰਕਤ ਅਚਾਨਕ ਬੰਦ ਹੋ ਗਈ
72abcf74b2877e2bfa036b74,audio/2b63b0abdec25c8fc7c7bf0e.flac,4.759563,ਸਾਡੀਆਂ ਹੀਰੋਇਨਾਂ ਹਾਲੀਵੁੱਡ ਦੀਆਂ ਸੁੰਦਰੀਆਂ ਤੋਂ ਵਧੇਰੇ ਪ੍ਰਭਾਵਿਧਾਨ
2b3be0d886dafd1685ba8357,audio/c586427201033816b3d24d0a.flac,3.199562,ਕੀ ਅਸੀਂ ਸੱਚਮੁੱਚ ਹੀ ਦੇਸੀ ਹਾਂ
27712218d6551c3b93441aac,audio/7de97d47e5ac514574a31375.flac,2.759812,ਪੰਜਾਬੀ ਦਿੰਦਾ ਸਭ ਨੂੰ ਵਧਾਈ
bbf5f649fa640af04e2c505f,audio/d540fcd9e22485448c2c30da.flac,6.919562,ਕਈ ਵਾਰ ਤਾਂ ਅਜਿਹਾ ਬੰਦਾ ਪਿਛੇ ਆਉਣ ਵਾਲੇ ਨੂੰ ਰਸਤਾ ਵੀ ਨਹੀਂ ਦਿੰਦਾ
62cdddebebe4abb968e15f86,audio/2578e709cebb00d4ef7250cd.flac,3.479563,ਉਨ੍ਹਾਂ ਦੀ ਖੁਸ਼ੀ ਦਾ ਕੋਈ ਟਿਕਾਣਾ ਨਾ ਰਿਹਾ
fb53fba052209f4d38d660b0,audio/4b837e8a5bbdf76053b1bfac.flac,4.839563,ਗੁਰੂ ਸਾਹਿਬ ਨੇ ਵਿਸ਼ੇ ਦੇ ਅਨੁਸਾਰ ਸ਼ਬਦਾਵਲੀ ਵਰਤੀ ਹੈ
